PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,Single,SmallFamily,MedFamily,LargeFamily,Title,target
362,2,1,29.0,1,0,17,27.7208,8,1,2,0,1,0,0,2,0
363,3,0,45.0,0,1,30,14.4542,8,1,2,0,1,0,0,1,0
364,3,1,35.0,0,0,23,7.05,8,3,1,1,0,0,0,2,0
365,3,1,24.0,1,0,30,15.5,8,2,2,0,1,0,0,2,0
366,3,1,30.0,0,0,3,7.25,8,3,1,1,0,0,0,2,0
367,1,0,60.0,1,0,30,75.25,3,1,2,0,1,0,0,1,1
368,3,0,24.0,0,0,30,7.2292,8,1,1,1,0,0,0,1,1
369,3,0,24.0,0,0,30,7.75,8,2,1,1,0,0,0,1,1
370,1,0,24.0,0,0,10,69.3,1,1,1,1,0,0,0,1,1
371,1,1,25.0,1,0,30,55.4417,4,1,2,0,1,0,0,2,1
372,3,1,18.0,1,0,30,6.4958,8,3,2,0,1,0,0,2,0
373,3,1,19.0,0,0,30,8.05,8,3,1,1,0,0,0,2,0
374,1,1,22.0,0,0,10,135.6333,8,1,1,1,0,0,0,2,0
375,3,0,3.0,3,1,30,21.075,8,3,5,0,0,0,1,1,0
376,1,0,24.0,1,0,10,82.1708,8,1,2,0,1,0,0,1,1
377,3,0,22.0,0,0,3,7.25,8,3,1,1,0,0,0,1,1
378,1,1,27.0,0,2,30,211.5,2,1,3,0,0,1,0,2,0
379,3,1,20.0,0,0,30,4.0125,8,1,1,1,0,0,0,2,0
380,3,1,19.0,0,0,30,7.775,8,3,1,1,0,0,0,2,0
381,1,0,42.0,0,0,10,227.525,8,1,1,1,0,0,0,1,1
382,3,0,1.0,0,2,30,15.7417,8,1,3,0,0,1,0,1,1
383,3,1,32.0,0,0,25,7.925,8,3,1,1,0,0,0,2,0
384,1,0,35.0,1,0,30,52.0,8,3,2,0,1,0,0,1,1
385,3,1,24.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
386,2,1,18.0,0,0,19,73.5,8,3,1,1,0,0,0,2,0
387,3,1,1.0,5,2,4,46.9,8,3,8,0,0,0,1,0,0
388,2,0,36.0,0,0,30,13.0,8,3,1,1,0,0,0,1,1
389,3,1,24.0,0,0,30,7.7292,8,2,1,1,0,0,0,2,0
390,2,0,17.0,0,0,13,12.0,8,1,1,1,0,0,0,1,1
391,1,1,36.0,1,2,30,120.0,1,3,4,0,0,1,0,2,1
392,3,1,21.0,0,0,30,7.7958,8,3,1,1,0,0,0,2,1
393,3,1,28.0,2,0,30,7.925,8,3,3,0,0,1,0,2,0
394,1,0,23.0,1,0,30,113.275,3,1,2,0,1,0,0,1,1
395,3,0,24.0,0,2,11,16.7,6,3,3,0,0,1,0,1,1
396,3,1,22.0,0,0,30,7.7958,8,3,1,1,0,0,0,2,0
397,3,0,31.0,0,0,30,7.8542,8,3,1,1,0,0,0,1,0
398,2,1,46.0,0,0,30,26.0,8,3,1,1,0,0,0,2,0
399,2,1,23.0,0,0,30,10.5,8,3,1,1,0,0,0,3,0
400,2,0,28.0,0,0,30,12.65,8,3,1,1,0,0,0,1,1
401,3,1,39.0,0,0,25,7.925,8,3,1,1,0,0,0,2,1
402,3,1,26.0,0,0,30,8.05,8,3,1,1,0,0,0,2,0
403,3,0,21.0,1,0,30,9.825,8,3,2,0,1,0,0,1,0
404,3,1,28.0,1,0,26,15.85,8,3,2,0,1,0,0,2,0
405,3,0,20.0,0,0,30,8.6625,8,3,1,1,0,0,0,1,0
406,2,1,34.0,1,0,30,21.0,8,3,2,0,1,0,0,2,0
407,3,1,51.0,0,0,30,7.75,8,3,1,1,0,0,0,2,0
408,2,1,3.0,1,1,30,18.75,8,3,3,0,0,1,0,0,1
409,3,1,21.0,0,0,30,7.775,8,3,1,1,0,0,0,2,0
410,3,0,24.0,3,1,30,25.4667,8,3,5,0,0,0,1,1,0
411,3,1,24.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
412,3,1,24.0,0,0,30,6.8583,8,2,1,1,0,0,0,2,0
413,1,0,33.0,1,0,30,90.0,2,2,2,0,1,0,0,1,1
414,2,1,24.0,0,0,30,0.0,8,3,1,1,0,0,0,2,0
415,3,1,44.0,0,0,25,7.925,8,3,1,1,0,0,0,2,1
416,3,0,24.0,0,0,30,8.05,8,3,1,1,0,0,0,1,0
417,2,0,34.0,1,1,30,32.5,8,3,3,0,0,1,0,1,1
418,2,0,18.0,0,2,30,13.0,8,3,3,0,0,1,0,1,1
419,2,1,30.0,0,0,30,13.0,8,3,1,1,0,0,0,2,0
420,3,0,10.0,0,2,30,24.15,8,3,3,0,0,1,0,1,0
421,3,1,24.0,0,0,30,7.8958,8,1,1,1,0,0,0,2,0
422,3,1,21.0,0,0,1,7.7333,8,2,1,1,0,0,0,2,0
423,3,1,29.0,0,0,30,7.875,8,3,1,1,0,0,0,2,0
424,3,0,28.0,1,1,30,14.4,8,3,3,0,0,1,0,1,0
425,3,1,18.0,1,1,30,20.2125,8,3,3,0,0,1,0,2,0
426,3,1,24.0,0,0,0,7.25,8,3,1,1,0,0,0,2,0
427,2,0,28.0,1,0,30,26.0,8,3,2,0,1,0,0,1,1
428,2,0,19.0,0,0,30,26.0,8,3,1,1,0,0,0,1,1
429,3,1,24.0,0,0,30,7.75,8,2,1,1,0,0,0,2,0
430,3,1,32.0,0,0,23,8.05,4,3,1,1,0,0,0,2,1
431,1,1,28.0,0,0,30,26.55,2,3,1,1,0,0,0,2,1
432,3,0,24.0,1,0,30,16.1,8,3,2,0,1,0,0,1,1
433,2,0,42.0,1,0,15,26.0,8,3,2,0,1,0,0,1,1
434,3,1,17.0,0,0,25,7.125,8,3,1,1,0,0,0,2,0
435,1,1,50.0,1,0,30,55.9,4,3,2,0,1,0,0,2,0
436,1,0,14.0,1,2,30,120.0,1,3,4,0,0,1,0,1,1
437,3,0,21.0,2,2,28,34.375,8,3,5,0,0,0,1,1,0
438,2,0,24.0,2,3,30,18.75,8,3,6,0,0,0,1,1,1
439,1,1,64.0,1,4,30,263.0,2,3,6,0,0,0,1,2,0
440,2,1,31.0,0,0,4,10.5,8,3,1,1,0,0,0,2,0
441,2,0,45.0,1,1,7,26.25,8,3,3,0,0,1,0,1,1
442,3,1,20.0,0,0,30,9.5,8,3,1,1,0,0,0,2,0
443,3,1,25.0,1,0,30,7.775,8,3,2,0,1,0,0,2,0
444,2,0,28.0,0,0,30,13.0,8,3,1,1,0,0,0,1,1
445,3,1,24.0,0,0,30,8.1125,8,3,1,1,0,0,0,2,1
446,1,1,4.0,0,2,30,81.8583,0,3,3,0,0,1,0,0,1
447,2,0,13.0,0,1,30,19.5,8,3,2,0,1,0,0,1,1
448,1,1,34.0,0,0,30,26.55,8,3,1,1,0,0,0,2,1
449,3,0,5.0,2,1,30,19.2583,8,1,4,0,0,1,0,1,1
450,1,1,52.0,0,0,30,30.5,2,3,1,1,0,0,0,3,1
451,2,1,36.0,1,2,4,27.75,8,3,4,0,0,1,0,2,0
452,3,1,24.0,1,0,30,19.9667,8,3,2,0,1,0,0,2,0
453,1,1,30.0,0,0,30,27.75,2,1,1,1,0,0,0,2,0
454,1,1,49.0,1,0,30,89.1042,2,1,2,0,1,0,0,2,1
455,3,1,24.0,0,0,1,8.05,8,3,1,1,0,0,0,2,0
456,3,1,29.0,0,0,30,7.8958,8,1,1,1,0,0,0,2,1
457,1,1,65.0,0,0,30,26.55,4,3,1,1,0,0,0,2,0
458,1,0,24.0,1,0,30,51.8625,3,3,2,0,1,0,0,1,1
459,2,0,50.0,0,0,7,10.5,8,3,1,1,0,0,0,1,1
460,3,1,24.0,0,0,30,7.75,8,2,1,1,0,0,0,2,0
461,1,1,48.0,0,0,30,26.55,4,3,1,1,0,0,0,2,1
462,3,1,34.0,0,0,30,8.05,8,3,1,1,0,0,0,2,0
463,1,1,47.0,0,0,30,38.5,4,3,1,1,0,0,0,2,0
464,2,1,48.0,0,0,30,13.0,8,3,1,1,0,0,0,2,0
465,3,1,24.0,0,0,2,8.05,8,3,1,1,0,0,0,2,0
466,3,1,38.0,0,0,23,7.05,8,3,1,1,0,0,0,2,0
467,2,1,24.0,0,0,30,0.0,8,3,1,1,0,0,0,2,0
468,1,1,56.0,0,0,30,26.55,8,3,1,1,0,0,0,2,0
469,3,1,24.0,0,0,30,7.725,8,2,1,1,0,0,0,2,0
470,3,0,0.75,2,1,30,19.2583,8,1,4,0,0,1,0,1,1
471,3,1,24.0,0,0,30,7.25,8,3,1,1,0,0,0,2,0
472,3,1,38.0,0,0,30,8.6625,8,3,1,1,0,0,0,2,0
473,2,0,33.0,1,2,4,27.75,8,3,4,0,0,1,0,1,1
474,2,0,23.0,0,0,15,13.7917,3,1,1,1,0,0,0,1,1
475,3,0,22.0,0,0,30,9.8375,8,3,1,1,0,0,0,1,0
476,1,1,24.0,0,0,30,52.0,0,3,1,1,0,0,0,2,0
477,2,1,34.0,1,0,30,21.0,8,3,2,0,1,0,0,2,0
478,3,1,29.0,1,0,30,7.0458,8,3,2,0,1,0,0,2,0
479,3,1,22.0,0,0,30,7.5208,8,3,1,1,0,0,0,2,0
480,3,0,2.0,0,1,30,12.2875,8,3,2,0,1,0,0,1,1
481,3,1,9.0,5,2,4,46.9,8,3,8,0,0,0,1,0,0
482,2,1,24.0,0,0,30,0.0,8,3,1,1,0,0,0,2,0
483,3,1,50.0,0,0,1,8.05,8,3,1,1,0,0,0,2,0
484,3,0,63.0,0,0,30,9.5875,8,3,1,1,0,0,0,1,1
485,1,1,25.0,1,0,30,91.0792,1,1,2,0,1,0,0,2,1
486,3,0,24.0,3,1,30,25.4667,8,3,5,0,0,0,1,1,0
487,1,0,35.0,1,0,30,90.0,2,3,2,0,1,0,0,1,1
488,1,1,58.0,0,0,30,29.7,1,1,1,1,0,0,0,2,0
489,3,1,30.0,0,0,1,8.05,8,3,1,1,0,0,0,2,0
490,3,1,9.0,1,1,4,15.9,8,3,3,0,0,1,0,0,1
491,3,1,24.0,1,0,30,19.9667,8,3,2,0,1,0,0,2,0
492,3,1,21.0,0,0,23,7.25,8,3,1,1,0,0,0,2,0
493,1,1,55.0,0,0,30,30.5,2,3,1,1,0,0,0,2,0
494,1,1,71.0,0,0,10,49.5042,8,1,1,1,0,0,0,2,0
495,3,1,21.0,0,0,0,8.05,8,3,1,1,0,0,0,2,0
496,3,1,24.0,0,0,30,14.4583,8,1,1,1,0,0,0,2,0
497,1,0,54.0,1,0,30,78.2667,3,1,2,0,1,0,0,1,1
498,3,1,24.0,0,0,4,15.1,8,3,1,1,0,0,0,2,0
499,1,0,25.0,1,2,30,151.55,2,3,4,0,0,1,0,1,0
500,3,1,24.0,0,0,30,7.7958,8,3,1,1,0,0,0,2,0
501,3,1,17.0,0,0,30,8.6625,8,3,1,1,0,0,0,2,0
502,3,0,21.0,0,0,30,7.75,8,2,1,1,0,0,0,1,0
503,3,0,24.0,0,0,30,7.6292,8,2,1,1,0,0,0,1,0
504,3,0,37.0,0,0,30,9.5875,8,3,1,1,0,0,0,1,0
505,1,0,16.0,0,0,30,86.5,1,3,1,1,0,0,0,1,1
506,1,1,18.0,1,0,10,108.9,2,1,2,0,1,0,0,2,0
507,2,0,33.0,0,2,30,26.0,8,3,3,0,0,1,0,1,1
508,1,1,24.0,0,0,30,26.55,8,3,1,1,0,0,0,2,1
509,3,1,28.0,0,0,3,22.525,8,3,1,1,0,0,0,2,0
510,3,1,26.0,0,0,30,56.4958,8,3,1,1,0,0,0,2,1
511,3,1,29.0,0,0,30,7.75,8,2,1,1,0,0,0,2,1
512,3,1,24.0,0,0,23,8.05,8,3,1,1,0,0,0,2,0
513,1,1,36.0,0,0,10,26.2875,4,3,1,1,0,0,0,2,1
514,1,0,54.0,1,0,10,59.4,8,1,2,0,1,0,0,1,1
515,3,1,24.0,0,0,30,7.4958,8,3,1,1,0,0,0,2,0
516,1,1,47.0,0,0,30,34.0208,3,3,1,1,0,0,0,2,0
517,2,0,34.0,0,0,4,10.5,5,3,1,1,0,0,0,1,1
518,3,1,24.0,0,0,30,24.15,8,2,1,1,0,0,0,2,0
519,2,0,36.0,1,0,30,26.0,8,3,2,0,1,0,0,1,1
520,3,1,32.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
521,1,0,30.0,0,0,30,93.5,1,3,1,1,0,0,0,1,1
522,3,1,22.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
523,3,1,24.0,0,0,30,7.225,8,1,1,1,0,0,0,2,0
524,1,0,44.0,0,1,30,57.9792,1,1,2,0,1,0,0,1,1
525,3,1,24.0,0,0,30,7.2292,8,1,1,1,0,0,0,2,0
526,3,1,40.5,0,0,30,7.75,8,2,1,1,0,0,0,2,0
527,2,0,50.0,0,0,28,10.5,8,3,1,1,0,0,0,1,1
528,1,1,24.0,0,0,10,221.7792,2,3,1,1,0,0,0,2,0
529,3,1,39.0,0,0,30,7.925,8,3,1,1,0,0,0,2,0
530,2,1,23.0,2,1,30,11.5,8,3,4,0,0,1,0,2,0
531,2,0,2.0,1,1,30,26.0,8,3,3,0,0,1,0,1,1
532,3,1,24.0,0,0,30,7.2292,8,1,1,1,0,0,0,2,0
533,3,1,17.0,1,1,30,7.2292,8,1,3,0,0,1,0,2,0
534,3,0,24.0,0,2,30,22.3583,8,1,3,0,0,1,0,1,1
535,3,0,30.0,0,0,30,8.6625,8,3,1,1,0,0,0,1,0
536,2,0,7.0,0,2,7,26.25,8,3,3,0,0,1,0,1,1
537,1,1,45.0,0,0,30,26.55,1,3,1,1,0,0,0,3,0
538,1,0,30.0,0,0,10,106.425,8,1,1,1,0,0,0,1,1
539,3,1,24.0,0,0,30,14.5,8,3,1,1,0,0,0,2,0
540,1,0,22.0,0,2,30,49.5,1,1,3,0,0,1,0,1,1
541,1,0,36.0,0,2,29,71.0,1,3,3,0,0,1,0,1,1
542,3,0,9.0,4,2,30,31.275,8,3,7,0,0,0,1,1,0
543,3,0,11.0,4,2,30,31.275,8,3,7,0,0,0,1,1,0
544,2,1,32.0,1,0,30,26.0,8,3,2,0,1,0,0,2,1
545,1,1,50.0,1,0,10,106.425,2,1,2,0,1,0,0,2,0
546,1,1,64.0,0,0,30,26.0,8,3,1,1,0,0,0,2,0
547,2,0,19.0,1,0,30,26.0,8,3,2,0,1,0,0,1,1
548,2,1,24.0,0,0,17,13.8625,8,1,1,1,0,0,0,2,1
549,3,1,33.0,1,1,30,20.525,8,3,3,0,0,1,0,2,0
550,2,1,8.0,1,1,4,36.75,8,3,3,0,0,1,0,0,1
551,1,1,17.0,0,2,30,110.8833,2,1,3,0,0,1,0,2,1
552,2,1,27.0,0,0,30,26.0,8,3,1,1,0,0,0,2,0
553,3,1,24.0,0,0,30,7.8292,8,2,1,1,0,0,0,2,0
554,3,1,22.0,0,0,30,7.225,8,1,1,1,0,0,0,2,1
555,3,0,22.0,0,0,30,7.775,8,3,1,1,0,0,0,1,1
556,1,1,62.0,0,0,30,26.55,8,3,1,1,0,0,0,2,0
557,1,0,48.0,1,0,30,39.6,0,1,2,0,1,0,0,3,1
558,1,1,24.0,0,0,10,227.525,8,1,1,1,0,0,0,2,0
559,1,0,39.0,1,1,30,79.65,4,3,3,0,0,1,0,1,1
560,3,0,36.0,1,0,30,17.4,8,3,2,0,1,0,0,1,1
561,3,1,24.0,0,0,30,7.75,8,2,1,1,0,0,0,2,0
562,3,1,40.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
563,2,1,28.0,0,0,30,13.5,8,3,1,1,0,0,0,2,0
564,3,1,24.0,0,0,23,8.05,8,3,1,1,0,0,0,2,0
565,3,0,24.0,0,0,23,8.05,8,3,1,1,0,0,0,1,0
566,3,1,24.0,2,0,0,24.15,8,3,3,0,0,1,0,2,0
567,3,1,19.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
568,3,0,29.0,0,4,30,21.075,8,3,5,0,0,0,1,1,0
569,3,1,24.0,0,0,30,7.2292,8,1,1,1,0,0,0,2,0
570,3,1,32.0,0,0,30,7.8542,8,3,1,1,0,0,0,2,1
571,2,1,62.0,0,0,27,10.5,8,3,1,1,0,0,0,2,1
572,1,0,53.0,2,0,30,51.4792,2,3,3,0,0,1,0,1,1
573,1,1,36.0,0,0,10,26.3875,4,3,1,1,0,0,0,2,1
574,3,0,24.0,0,0,30,7.75,8,2,1,1,0,0,0,1,1
575,3,1,16.0,0,0,0,8.05,8,3,1,1,0,0,0,2,0
576,3,1,19.0,0,0,30,14.5,8,3,1,1,0,0,0,2,0
577,2,0,34.0,0,0,30,13.0,8,3,1,1,0,0,0,1,1
578,1,0,39.0,1,0,30,55.9,4,3,2,0,1,0,0,1,1
579,3,0,24.0,1,0,30,14.4583,8,1,2,0,1,0,0,1,0
580,3,1,32.0,0,0,25,7.925,8,3,1,1,0,0,0,2,1
581,2,0,25.0,1,1,30,30.0,8,3,3,0,0,1,0,1,1
582,1,0,39.0,1,1,30,110.8833,2,1,3,0,0,1,0,1,1
583,2,1,54.0,0,0,30,26.0,8,3,1,1,0,0,0,2,0
584,1,1,36.0,0,0,30,40.125,0,1,1,1,0,0,0,2,0
585,3,1,24.0,0,0,30,8.7125,8,1,1,1,0,0,0,2,0
586,1,0,18.0,0,2,30,79.65,4,3,3,0,0,1,0,1,1
587,2,1,47.0,0,0,30,15.0,8,3,1,1,0,0,0,2,0
588,1,1,60.0,1,1,30,79.2,1,1,3,0,0,1,0,2,1
589,3,1,22.0,0,0,30,8.05,8,3,1,1,0,0,0,2,0
590,3,1,24.0,0,0,1,8.05,8,3,1,1,0,0,0,2,0
591,3,1,35.0,0,0,25,7.125,8,3,1,1,0,0,0,2,0
592,1,0,52.0,1,0,30,78.2667,3,1,2,0,1,0,0,1,1
593,3,1,47.0,0,0,1,7.25,8,3,1,1,0,0,0,2,0
594,3,0,24.0,0,2,30,7.75,8,2,3,0,0,1,0,1,0
595,2,1,37.0,1,0,15,26.0,8,3,2,0,1,0,0,2,0
596,3,1,36.0,1,1,30,24.15,8,3,3,0,0,1,0,2,0
597,2,0,24.0,0,0,30,33.0,8,3,1,1,0,0,0,1,1
598,3,1,49.0,0,0,9,0.0,8,3,1,1,0,0,0,2,0
599,3,1,24.0,0,0,30,7.225,8,1,1,1,0,0,0,2,0
600,1,1,49.0,1,0,10,56.9292,0,1,2,0,1,0,0,3,1
601,2,0,24.0,2,1,30,27.0,8,3,4,0,0,1,0,1,1
602,3,1,24.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
603,1,1,24.0,0,0,30,42.4,8,3,1,1,0,0,0,2,0
604,3,1,44.0,0,0,30,8.05,8,3,1,1,0,0,0,2,0
605,1,1,35.0,0,0,30,26.55,8,1,1,1,0,0,0,2,1
606,3,1,36.0,1,0,30,15.55,8,3,2,0,1,0,0,2,0
607,3,1,30.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
608,1,1,27.0,0,0,30,30.5,8,3,1,1,0,0,0,2,1
609,2,0,22.0,1,2,18,41.5792,8,1,4,0,0,1,0,1,1
610,1,0,40.0,0,0,10,153.4625,2,3,1,1,0,0,0,1,1
611,3,0,39.0,1,5,30,31.275,8,3,7,0,0,0,1,1,0
612,3,1,24.0,0,0,23,7.05,8,3,1,1,0,0,0,2,0
613,3,0,24.0,1,0,30,15.5,8,2,2,0,1,0,0,1,1
614,3,1,24.0,0,0,30,7.75,8,2,1,1,0,0,0,2,0
615,3,1,35.0,0,0,30,8.05,8,3,1,1,0,0,0,2,0
616,2,0,24.0,1,2,30,65.0,8,3,4,0,0,1,0,1,1
617,3,1,34.0,1,1,30,14.4,8,3,3,0,0,1,0,2,0
618,3,0,26.0,1,0,1,16.1,8,3,2,0,1,0,0,1,0
619,2,0,4.0,2,1,30,39.0,5,3,4,0,0,1,0,1,1
620,2,1,26.0,0,0,30,10.5,8,3,1,1,0,0,0,2,0
621,3,1,27.0,1,0,30,14.4542,8,1,2,0,1,0,0,2,0
622,1,1,42.0,1,0,30,52.5542,3,3,2,0,1,0,0,2,1
623,3,1,20.0,1,1,30,15.7417,8,1,3,0,0,1,0,2,1
624,3,1,21.0,0,0,30,7.8542,8,3,1,1,0,0,0,2,0
625,3,1,21.0,0,0,30,16.1,8,3,1,1,0,0,0,2,0
626,1,1,61.0,0,0,30,32.3208,3,3,1,1,0,0,0,2,0
627,2,1,57.0,0,0,30,12.35,8,2,1,1,0,0,0,3,0
628,1,0,21.0,0,0,30,77.9583,3,3,1,1,0,0,0,1,1
629,3,1,26.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
630,3,1,24.0,0,0,30,7.7333,8,2,1,1,0,0,0,2,0
631,1,1,80.0,0,0,30,30.0,0,3,1,1,0,0,0,2,1
632,3,1,51.0,0,0,30,7.0542,8,3,1,1,0,0,0,2,0
633,1,1,32.0,0,0,30,30.5,1,1,1,1,0,0,0,3,1
634,1,1,24.0,0,0,30,0.0,8,3,1,1,0,0,0,2,0
635,3,0,9.0,3,2,30,27.9,8,3,6,0,0,0,1,1,0
636,2,0,28.0,0,0,30,13.0,8,3,1,1,0,0,0,1,1
637,3,1,32.0,0,0,25,7.925,8,3,1,1,0,0,0,2,0
638,2,1,31.0,1,1,4,26.25,8,3,3,0,0,1,0,2,0
639,3,0,41.0,0,5,30,39.6875,8,3,6,0,0,0,1,1,0
640,3,1,24.0,1,0,30,16.1,8,3,2,0,1,0,0,2,0
641,3,1,20.0,0,0,30,7.8542,8,3,1,1,0,0,0,2,0
642,1,0,24.0,0,0,10,69.3,1,1,1,1,0,0,0,1,1
643,3,0,2.0,3,2,30,27.9,8,3,6,0,0,0,1,1,0
644,3,1,24.0,0,0,30,56.4958,8,3,1,1,0,0,0,2,1
645,3,0,0.75,2,1,30,19.2583,8,1,4,0,0,1,0,1,1
646,1,1,48.0,1,0,10,76.7292,3,1,2,0,1,0,0,2,1
647,3,1,19.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
648,1,1,56.0,0,0,30,35.5,0,1,1,1,0,0,0,3,1
649,3,1,24.0,0,0,21,7.55,8,3,1,1,0,0,0,2,0
650,3,0,23.0,0,0,4,7.55,8,3,1,1,0,0,0,1,1
651,3,1,24.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
652,2,0,18.0,0,1,30,23.0,8,3,2,0,1,0,0,1,1
653,3,1,21.0,0,0,30,8.4333,8,3,1,1,0,0,0,2,0
654,3,0,24.0,0,0,30,7.8292,8,2,1,1,0,0,0,1,1
655,3,0,18.0,0,0,30,6.75,8,2,1,1,0,0,0,1,0
656,2,1,24.0,2,0,19,73.5,8,3,3,0,0,1,0,2,0
657,3,1,24.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
658,3,0,32.0,1,1,30,15.5,8,2,3,0,0,1,0,1,0
659,2,1,23.0,0,0,30,13.0,8,3,1,1,0,0,0,2,0
660,1,1,58.0,0,2,30,113.275,3,1,3,0,0,1,0,2,0
661,1,1,50.0,2,0,10,133.65,8,3,3,0,0,1,0,3,1
662,3,1,40.0,0,0,30,7.225,8,1,1,1,0,0,0,2,0
663,1,1,47.0,0,0,30,25.5875,4,3,1,1,0,0,0,2,0
664,3,1,36.0,0,0,30,7.4958,8,3,1,1,0,0,0,2,0
665,3,1,20.0,1,0,25,7.925,8,3,2,0,1,0,0,2,1
666,2,1,32.0,2,0,19,73.5,8,3,3,0,0,1,0,2,0
667,2,1,25.0,0,0,30,13.0,8,3,1,1,0,0,0,2,0
668,3,1,24.0,0,0,30,7.775,8,3,1,1,0,0,0,2,0
669,3,1,43.0,0,0,1,8.05,8,3,1,1,0,0,0,2,0
670,1,0,24.0,1,0,30,52.0,2,3,2,0,1,0,0,1,1
671,2,0,40.0,1,1,30,39.0,8,3,3,0,0,1,0,1,1
672,1,1,31.0,1,0,6,52.0,1,3,2,0,1,0,0,2,0
673,2,1,70.0,0,0,4,10.5,8,3,1,1,0,0,0,2,0
674,2,1,31.0,0,0,30,13.0,8,3,1,1,0,0,0,2,1
675,2,1,24.0,0,0,30,0.0,8,3,1,1,0,0,0,2,0
676,3,1,18.0,0,0,30,7.775,8,3,1,1,0,0,0,2,0
677,3,1,24.5,0,0,30,8.05,8,3,1,1,0,0,0,2,0
678,3,0,18.0,0,0,30,9.8417,8,3,1,1,0,0,0,1,1
679,3,0,43.0,1,6,4,46.9,8,3,8,0,0,0,1,1,0
680,1,1,36.0,0,1,10,512.3292,1,1,2,0,1,0,0,2,1
681,3,0,24.0,0,0,30,8.1375,8,2,1,1,0,0,0,1,0
682,1,1,27.0,0,0,10,76.7292,3,1,1,1,0,0,0,2,1
683,3,1,20.0,0,0,30,9.225,8,3,1,1,0,0,0,2,0
684,3,1,14.0,5,2,4,46.9,8,3,8,0,0,0,1,2,0
685,2,1,60.0,1,1,30,39.0,8,3,3,0,0,1,0,2,0
686,2,1,25.0,1,2,18,41.5792,8,1,4,0,0,1,0,2,0
687,3,1,14.0,4,1,30,39.6875,8,3,6,0,0,0,1,2,0
688,3,1,19.0,0,0,30,10.1708,8,3,1,1,0,0,0,2,0
689,3,1,18.0,0,0,30,7.7958,8,3,1,1,0,0,0,2,0
690,1,0,15.0,0,1,30,211.3375,1,3,2,0,1,0,0,1,1
691,1,1,31.0,1,0,30,57.0,1,3,2,0,1,0,0,2,1
692,3,0,4.0,0,1,30,13.4167,8,1,2,0,1,0,0,1,1
693,3,1,24.0,0,0,30,56.4958,8,3,1,1,0,0,0,2,1
694,3,1,25.0,0,0,30,7.225,8,1,1,1,0,0,0,2,0
695,1,1,60.0,0,0,30,26.55,8,3,1,1,0,0,0,3,0
696,2,1,52.0,0,0,30,13.5,8,3,1,1,0,0,0,2,0
697,3,1,44.0,0,0,30,8.05,8,3,1,1,0,0,0,2,0
698,3,0,24.0,0,0,30,7.7333,8,2,1,1,0,0,0,1,1
699,1,1,49.0,1,1,30,110.8833,2,1,3,0,0,1,0,2,0
700,3,1,42.0,0,0,30,7.65,5,3,1,1,0,0,0,2,0
701,1,0,18.0,1,0,10,227.525,2,1,2,0,1,0,0,1,1
702,1,1,35.0,0,0,10,26.2875,4,3,1,1,0,0,0,2,1
703,3,0,18.0,0,1,30,14.4542,8,1,2,0,1,0,0,1,0
704,3,1,25.0,0,0,30,7.7417,8,2,1,1,0,0,0,2,0
705,3,1,26.0,1,0,30,7.8542,8,3,2,0,1,0,0,2,0
706,2,1,39.0,0,0,30,26.0,8,3,1,1,0,0,0,2,0
707,2,0,45.0,0,0,30,13.5,8,3,1,1,0,0,0,1,1
708,1,1,42.0,0,0,10,26.2875,4,3,1,1,0,0,0,2,1
709,1,0,22.0,0,0,30,151.55,8,3,1,1,0,0,0,1,1
710,3,1,24.0,1,1,30,15.2458,8,1,3,0,0,1,0,0,1
711,1,0,24.0,0,0,10,49.5042,2,1,1,1,0,0,0,1,1
712,1,1,24.0,0,0,30,26.55,2,3,1,1,0,0,0,2,0
713,1,1,48.0,1,0,30,52.0,2,3,2,0,1,0,0,2,1
714,3,1,29.0,0,0,30,9.4833,8,3,1,1,0,0,0,2,0
715,2,1,52.0,0,0,30,13.0,8,3,1,1,0,0,0,2,0
716,3,1,19.0,0,0,30,7.65,5,3,1,1,0,0,0,2,0
717,1,0,38.0,0,0,10,227.525,2,1,1,1,0,0,0,1,1
718,2,0,27.0,0,0,30,10.5,4,3,1,1,0,0,0,1,1
719,3,1,24.0,0,0,30,15.5,8,2,1,1,0,0,0,2,0
720,3,1,33.0,0,0,30,7.775,8,3,1,1,0,0,0,2,0
721,2,0,6.0,0,1,30,33.0,8,3,2,0,1,0,0,1,1
722,3,1,17.0,1,0,30,7.0542,8,3,2,0,1,0,0,2,0
723,2,1,34.0,0,0,30,13.0,8,3,1,1,0,0,0,2,0
724,2,1,50.0,0,0,30,13.0,8,3,1,1,0,0,0,2,0
